1816: The Cure,Crystal Castles
1817: The Cure,The xx
1818: The Cure,Queens of the Stone Age
1819: The Cure,Breaking Benjamin
1820: The Cure,Christina Aguilera
1821: The Cure,Katy Perry
1822: The Cure,The All-American Rejects
1823: The Cure,Beyoncé
1824: The Cure,Pixies
1825: The Cure,Portishead
1826: The Cure,Beck
1827: The Cure,All Time Low
1828: The Cure,Aerosmith
1829: The Cure,Massive Attack
1830: The Cure,Avenged Sevenfold
1831: The Cure,Megadeth
1832: The Cure,Alice in Chains
1833: The Cure,Madonna
1834: The Cure,The Prodigy
1835: The Cure,Belle and Sebastian
1836: The Cure,The Used
1837: The Cure,Amy Winehouse
1838: The Cure,Slayer
1839: The Cure,Cobra Starship
1840: The Cure,Nickelback
1841: The Cure,Kanye West
1842: The Cure,Tegan and Sara
1843: The Cure,Taylor Swift
1844: The Cure,Deftones
1845: The Cure,Opeth
1846: The Cure,A Perfect Circle
1847: The Cure,Children of Bodom
1848: The Cure,Jimi Hendrix
1849: Led Zeppelin,30 Seconds to Mars
1850: Led Zeppelin,System of a Down
1851: Led Zeppelin,Kings of Leon
1852: Led Zeppelin,Linkin Park
1853: Led Zeppelin,Green Day
1854: Led Zeppelin,MGMT
1855: Led Zeppelin,Death Cab for Cutie
1856: Led Zeppelin,Incubus
1857: Led Zeppelin,The Strokes
1858: Led Zeppelin,The Smiths
1859: Led Zeppelin,The Rolling Stones
1860: Led Zeppelin,The Kooks
1861: Led Zeppelin,Pearl Jam
1862: Led Zeppelin,Gorillaz
1863: Led Zeppelin,Tool
1864: Led Zeppelin,Queen
1865: Led Zeppelin,The Smashing Pumpkins
1866: Led Zeppelin,Yeah Yeah Yeahs
1867: Led Zeppelin,Lily Allen
1868: Led Zeppelin,David Bowie
1869: Led Zeppelin,Marilyn Manson
1870: Led Zeppelin,Vampire Weekend
1871: Led Zeppelin,Rammstein
1872: Led Zeppelin,Franz Ferdinand
1873: Led Zeppelin,U2
1874: Led Zeppelin,blink-182
1875: Led Zeppelin,Evanescence
1876: Led Zeppelin,The Doors
1877: Led Zeppelin,Eminem
1878: Led Zeppelin,The White Stripes
1879: Led Zeppelin,Bob Dylan
1880: Led Zeppelin,AC/DC
1881: Led Zeppelin,Björk
1882: Led Zeppelin,Rihanna
1883: Led Zeppelin,Iron Maiden
1884: Led Zeppelin,Daft Punk
1885: Led Zeppelin,Nine Inch Nails
1886: Led Zeppelin,Fall Out Boy
1887: Led Zeppelin,Depeche Mode
1888: Led Zeppelin,Guns N' Roses
1889: Led Zeppelin,Sigur Rós
1890: Led Zeppelin,Joy Division
1891: Led Zeppelin,Britney Spears
1892: Led Zeppelin,My Chemical Romance
1893: Led Zeppelin,Slipknot
1894: Led Zeppelin,Three Days Grace
1895: Led Zeppelin,Florence + the Machine
1896: Led Zeppelin,Bullet for My Valentine
1897: Led Zeppelin,The Clash
1898: Led Zeppelin,The Offspring
1899: Led Zeppelin,Nightwish
1900: Led Zeppelin,Michael Jackson
1901: Led Zeppelin,Blur
1902: Led Zeppelin,Avril Lavigne
1903: Led Zeppelin,Snow Patrol
1904: Led Zeppelin,Phoenix
1905: Led Zeppelin,Interpol
1906: Led Zeppelin,Modest Mouse
1907: Led Zeppelin,Bloc Party
1908: Led Zeppelin,Ke$ha
1909: Led Zeppelin,Keane
1910: Led Zeppelin,Kasabian
1911: Led Zeppelin,Weezer
1912: Led Zeppelin,Disturbed
1913: Led Zeppelin,The Who
1914: Led Zeppelin,Papa Roach
1915: Led Zeppelin,Korn
1916: Led Zeppelin,Panic! At the Disco
1917: Led Zeppelin,Regina Spektor
1918: Led Zeppelin,Ramones
1919: Led Zeppelin,Rise Against
1920: Led Zeppelin,3OH!3
1921: Led Zeppelin,Black Sabbath
1922: Led Zeppelin,Black Eyed Peas
1923: Led Zeppelin,Crystal Castles
1924: Led Zeppelin,The xx
1925: Led Zeppelin,Queens of the Stone Age
1926: Led Zeppelin,Breaking Benjamin
1927: Led Zeppelin,Christina Aguilera
1928: Led Zeppelin,Katy Perry
1929: Led Zeppelin,The All-American Rejects
1930: Led Zeppelin,Beyoncé
1931: Led Zeppelin,Pixies
1932: Led Zeppelin,Portishead
1933: Led Zeppelin,Beck
1934: Led Zeppelin,All Time Low
1935: Led Zeppelin,Aerosmith
1936: Led Zeppelin,Massive Attack
1937: Led Zeppelin,Avenged Sevenfold
1938: Led Zeppelin,Megadeth
1939: Led Zeppelin,Alice in Chains
1940: Led Zeppelin,Madonna
1941: Led Zeppelin,The Prodigy
1942: Led Zeppelin,Belle and Sebastian
1943: Led Zeppelin,The Used
1944: Led Zeppelin,Amy Winehouse
1945: Led Zeppelin,Slayer
1946: Led Zeppelin,Cobra Starship
1947: Led Zeppelin,Nickelback
1948: Led Zeppelin,Kanye West
1949: Led Zeppelin,Tegan and Sara
1950: Led Zeppelin,Taylor Swift
1951: Led Zeppelin,Deftones
1952: Led Zeppelin,Opeth
1953: Led Zeppelin,A Perfect Circle
1954: Led Zeppelin,Children of Bodom
1955: Led Zeppelin,Jimi Hendrix
1956: 30 Seconds to Mars,System of a Down
1957: 30 Seconds to Mars,Kings of Leon
1958: 30 Seconds to Mars,Linkin Park
1959: 30 Seconds to Mars,Green Day
1960: 30 Seconds to Mars,MGMT
1961: 30 Seconds to Mars,Death Cab for Cutie
1962: 30 Seconds to Mars,Incubus
1963: 30 Seconds to Mars,The Strokes
1964: 30 Seconds to Mars,The Smiths
1965: 30 Seconds to Mars,The Rolling Stones
1966: 30 Seconds to Mars,The Kooks
1967: 30 Seconds to Mars,Pearl Jam
1968: 30 Seconds to Mars,Gorillaz
1969: 30 Seconds to Mars,Tool
1970: 30 Seconds to Mars,Queen
1971: 30 Seconds to Mars,The Smashing Pumpkins
1972: 30 Seconds to Mars,Yeah Yeah Yeahs
1973: 30 Seconds to Mars,Lily Allen
1974: 30 Seconds to Mars,David Bowie
1975: 30 Seconds to Mars,Marilyn Manson
1976: 30 Seconds to Mars,Vampire Weekend
1977: 30 Seconds to Mars,Rammstein
1978: 30 Seconds to Mars,Franz Ferdinand
1979: 30 Seconds to Mars,U2
1980: 30 Seconds to Mars,blink-182
1981: 30 Seconds to Mars,Evanescence
1982: 30 Seconds to Mars,The Doors
1983: 30 Seconds to Mars,Eminem
1984: 30 Seconds to Mars,The White Stripes
1985: 30 Seconds to Mars,Bob Dylan
1986: 30 Seconds to Mars,AC/DC
1987: 30 Seconds to Mars,Björk
1988: 30 Seconds to Mars,Rihanna
1989: 30 Seconds to Mars,Iron Maiden
1990: 30 Seconds to Mars,Daft Punk
1991: 30 Seconds to Mars,Nine Inch Nails
1992: 30 Seconds to Mars,Fall Out Boy
1993: 30 Seconds to Mars,Depeche Mode
1994: 30 Seconds to Mars,Guns N' Roses
1995: 30 Seconds to Mars,Sigur Rós
1996: 30 Seconds to Mars,Joy Division
1997: 30 Seconds to Mars,Britney Spears
1998: 30 Seconds to Mars,My Chemical Romance
1999: 30 Seconds to Mars,Slipknot
2000: 30 Seconds to Mars,Three Days Grace
2001: 30 Seconds to Mars,Florence + the Machine
2002: 30 Seconds to Mars,Bullet for My Valentine
2003: 30 Seconds to Mars,The Clash
2004: 30 Seconds to Mars,The Offspring
2005: 30 Seconds to Mars,Nightwish
2006: 30 Seconds to Mars,Michael Jackson
2007: 30 Seconds to Mars,Blur
2008: 30 Seconds to Mars,Avril Lavigne
2009: 30 Seconds to Mars,Snow Patrol
2010: 30 Seconds to Mars,Phoenix
2011: 30 Seconds to Mars,Interpol
2012: 30 Seconds to Mars,Modest Mouse
2013: 30 Seconds to Mars,Bloc Party
2014: 30 Seconds to Mars,Ke$ha
2015: 30 Seconds to Mars,Keane
2016: 30 Seconds to Mars,Kasabian
2017: 30 Seconds to Mars,Weezer
2018: 30 Seconds to Mars,Disturbed
2019: 30 Seconds to Mars,The Who
2020: 30 Seconds to Mars,Papa Roach
2021: 30 Seconds to Mars,Korn
2022: 30 Seconds to Mars,Panic! At the Disco
2023: 30 Seconds to Mars,Regina Spektor
2024: 30 Seconds to Mars,Ramones
2025: 30 Seconds to Mars,Rise Against
2026: 30 Seconds to Mars,3OH!3
2027: 30 Seconds to Mars,Black Sabbath
2028: 30 Seconds to Mars,Black Eyed Peas
2029: 30 Seconds to Mars,Crystal Castles
2030: 30 Seconds to Mars,The xx
2031: 30 Seconds to Mars,Queens of the Stone Age
2032: 30 Seconds to Mars,Breaking Benjamin
2033: 30 Seconds to Mars,Christina Aguilera
2034: 30 Seconds to Mars,Katy Perry
2035: 30 Seconds to Mars,The All-American Rejects
2036: 30 Seconds to Mars,Beyoncé
2037: 30 Seconds to Mars,Pixies
2038: 30 Seconds to Mars,Portishead
2039: 30 Seconds to Mars,Beck
2040: 30 Seconds to Mars,All Time Low
2041: 30 Seconds to Mars,Aerosmith
2042: 30 Seconds to Mars,Massive Attack
2043: 30 Seconds to Mars,Avenged Sevenfold
2044: 30 Seconds to Mars,Megadeth
2045: 30 Seconds to Mars,Alice in Chains
2046: 30 Seconds to Mars,Madonna
2047: 30 Seconds to Mars,The Prodigy
2048: 30 Seconds to Mars,Belle and Sebastian
2049: 30 Seconds to Mars,The Used
2050: 30 Seconds to Mars,Amy Winehouse
2051: 30 Seconds to Mars,Slayer
2052: 30 Seconds to Mars,Cobra Starship
2053: 30 Seconds to Mars,Nickelback
2054: 30 Seconds to Mars,Kanye West
2055: 30 Seconds to Mars,Tegan and Sara
2056: 30 Seconds to Mars,Taylor Swift
2057: 30 Seconds to Mars,Deftones
2058: 30 Seconds to Mars,Opeth
2059: 30 Seconds to Mars,A Perfect Circle
2060: 30 Seconds to Mars,Children of Bodom
2061: 30 Seconds to Mars,Jimi Hendrix
2062: System of a Down,Kings of Leon
2063: System of a Down,Linkin Park
2064: System of a Down,Green Day
2065: System of a Down,MGMT
2066: System of a Down,Death Cab for Cutie
2067: System of a Down,Incubus
2068: System of a Down,The Strokes
2069: System of a Down,The Smiths
2070: System of a Down,The Rolling Stones
2071: System of a Down,The Kooks
2072: System of a Down,Pearl Jam
2073: System of a Down,Gorillaz
2074: System of a Down,Tool
2075: System of a Down,Queen
2076: System of a Down,The Smashing Pumpkins
2077: System of a Down,Yeah Yeah Yeahs
2078: System of a Down,Lily Allen
2079: System of a Down,David Bowie
2080: System of a Down,Marilyn Manson
2081: System of a Down,Vampire Weekend
2082: System of a Down,Rammstein
2083: System of a Down,Franz Ferdinand
2084: System of a Down,U2
2085: System of a Down,blink-182
2086: System of a Down,Evanescence
2087: System of a Down,The Doors
2088: System of a Down,Eminem
2089: System of a Down,The White Stripes
2090: System of a Down,Bob Dylan
2091: System of a Down,AC/DC
2092: System of a Down,Björk
2093: System of a Down,Rihanna
2094: System of a Down,Iron Maiden
2095: System of a Down,Daft Punk
2096: System of a Down,Nine Inch Nails
2097: System of a Down,Fall Out Boy
2098: System of a Down,Depeche Mode
2099: System of a Down,Guns N' Roses
2100: System of a Down,Sigur Rós
2101: System of a Down,Joy Division
2102: System of a Down,Britney Spears
2103: System of a Down,My Chemical Romance
2104: System of a Down,Slipknot
2105: System of a Down,Three Days Grace
2106: System of a Down,Florence + the Machine
2107: System of a Down,Bullet for My Valentine
2108: System of a Down,The Clash
2109: System of a Down,The Offspring
2110: System of a Down,Nightwish
2111: System of a Down,Michael Jackson
2112: System of a Down,Blur
2113: System of a Down,Avril Lavigne
2114: System of a Down,Snow Patrol
2115: System of a Down,Phoenix
2116: System of a Down,Interpol
2117: System of a Down,Modest Mouse
2118: System of a Down,Bloc Party
2119: System of a Down,Ke$ha
2120: System of a Down,Keane
2121: System of a Down,Kasabian
2122: System of a Down,Weezer
2123: System of a Down,Disturbed
2124: System of a Down,The Who
2125: System of a Down,Papa Roach
2126: System of a Down,Korn
2127: System of a Down,Panic! At the Disco
2128: System of a Down,Regina Spektor
2129: System of a Down,Ramones
2130: System of a Down,Rise Against
2131: System of a Down,3OH!3
2132: System of a Down,Black Sabbath
2133: System of a Down,Black Eyed Peas
2134: System of a Down,Crystal Castles
2135: System of a Down,The xx
2136: System of a Down,Queens of the Stone Age
2137: System of a Down,Breaking Benjamin
2138: System of a Down,Christina Aguilera
2139: System of a Down,Katy Perry
2140: System of a Down,The All-American Rejects
2141: System of a Down,Beyoncé
2142: System of a Down,Pixies
2143: System of a Down,Portishead
2144: System of a Down,Beck
2145: System of a Down,All Time Low
2146: System of a Down,Aerosmith
2147: System of a Down,Massive Attack
2148: System of a Down,Avenged Sevenfold
2149: System of a Down,Megadeth
2150: System of a Down,Alice in Chains
2151: System of a Down,Madonna
2152: System of a Down,The Prodigy
2153: System of a Down,Belle and Sebastian
2154: System of a Down,The Used
2155: System of a Down,Amy Winehouse
2156: System of a Down,Slayer
2157: System of a Down,Cobra Starship
2158: System of a Down,Nickelback
2159: System of a Down,Kanye West
2160: System of a Down,Tegan and Sara
2161: System of a Down,Taylor Swift
2162: System of a Down,Deftones
2163: System of a Down,Opeth
2164: System of a Down,A Perfect Circle
2165: System of a Down,Children of Bodom
2166: System of a Down,Jimi Hendrix
2167: Kings of Leon,Linkin Park
2168: Kings of Leon,Green Day
2169: Kings of Leon,MGMT
2170: Kings of Leon,Death Cab for Cutie
2171: Kings of Leon,Incubus
2172: Kings of Leon,The Strokes
2173: Kings of Leon,The Smiths
2174: Kings of Leon,The Rolling Stones
2175: Kings of Leon,The Kooks
2176: Kings of Leon,Pearl Jam
2177: Kings of Leon,Gorillaz
2178: Kings of Leon,Tool
2179: Kings of Leon,Queen
2180: Kings of Leon,The Smashing Pumpkins
2181: Kings of Leon,Yeah Yeah Yeahs
2182: Kings of Leon,Lily Allen
2183: Kings of Leon,David Bowie
2184: Kings of Leon,Marilyn Manson
2185: Kings of Leon,Vampire Weekend
2186: Kings of Leon,Rammstein
2187: Kings of Leon,Franz Ferdinand
2188: Kings of Leon,U2
2189: Kings of Leon,blink-182
2190: Kings of Leon,Evanescence
2191: Kings of Leon,The Doors
2192: Kings of Leon,Eminem
2193: Kings of Leon,The White Stripes
2194: Kings of Leon,Bob Dylan
2195: Kings of Leon,AC/DC
2196: Kings of Leon,Björk
2197: Kings of Leon,Rihanna
2198: Kings of Leon,Iron Maiden
2199: Kings of Leon,Daft Punk
2200: Kings of Leon,Nine Inch Nails
2201: Kings of Leon,Fall Out Boy
2202: Kings of Leon,Depeche Mode
2203: Kings of Leon,Guns N' Roses
2204: Kings of Leon,Sigur Rós
2205: Kings of Leon,Joy Division
2206: Kings of Leon,Britney Spears
2207: Kings of Leon,My Chemical Romance
2208: Kings of Leon,Slipknot
2209: Kings of Leon,Three Days Grace
2210: Kings of Leon,Florence + the Machine
2211: Kings of Leon,Bullet for My Valentine
2212: Kings of Leon,The Clash
2213: Kings of Leon,The Offspring
2214: Kings of Leon,Nightwish
2215: Kings of Leon,Michael Jackson
2216: Kings of Leon,Blur
2217: Kings of Leon,Avril Lavigne
2218: Kings of Leon,Snow Patrol
2219: Kings of Leon,Phoenix
2220: Kings of Leon,Interpol
2221: Kings of Leon,Modest Mouse
2222: Kings of Leon,Bloc Party
2223: Kings of Leon,Ke$ha
2224: Kings of Leon,Keane
2225: Kings of Leon,Kasabian
2226: Kings of Leon,Weezer
2227: Kings of Leon,Disturbed
2228: Kings of Leon,The Who
2229: Kings of Leon,Papa Roach
2230: Kings of Leon,Korn
2231: Kings of Leon,Panic! At the Disco
2232: Kings of Leon,Regina Spektor
2233: Kings of Leon,Ramones
2234: Kings of Leon,Rise Against
2235: Kings of Leon,3OH!3
2236: Kings of Leon,Black Sabbath
2237: Kings of Leon,Black Eyed Peas
2238: Kings of Leon,Crystal Castles
2239: Kings of Leon,The xx
2240: Kings of Leon,Queens of the Stone Age
2241: Kings of Leon,Breaking Benjamin
2242: Kings of Leon,Christina Aguilera
2243: Kings of Leon,Katy Perry
2244: Kings of Leon,The All-American Rejects
2245: Kings of Leon,Beyoncé
2246: Kings of Leon,Pixies
2247: Kings of Leon,Portishead
2248: Kings of Leon,Beck
2249: Kings of Leon,All Time Low
2250: Kings of Leon,Aerosmith
2251: Kings of Leon,Massive Attack
2252: Kings of Leon,Avenged Sevenfold
2253: Kings of Leon,Megadeth
2254: Kings of Leon,Alice in Chains
2255: Kings of Leon,Madonna
2256: Kings of Leon,The Prodigy
2257: Kings of Leon,Belle and Sebastian
2258: Kings of Leon,The Used
2259: Kings of Leon,Amy Winehouse
2260: Kings of Leon,Slayer
2261: Kings of Leon,Cobra Starship
2262: Kings of Leon,Nickelback
2263: Kings of Leon,Kanye West
2264: Kings of Leon,Tegan and Sara
2265: Kings of Leon,Taylor Swift
2266: Kings of Leon,Deftones
2267: Kings of Leon,Opeth
2268: Kings of Leon,A Perfect Circle
2269: Kings of Leon,Children of Bodom
2270: Kings of Leon,Jimi Hendrix
2271: Linkin Park,Green Day
2272: Linkin Park,MGMT
2273: Linkin Park,Death Cab for Cutie
2274: Linkin Park,Incubus
2275: Linkin Park,The Strokes
2276: Linkin Park,The Smiths
2277: Linkin Park,The Rolling Stones
2278: Linkin Park,The Kooks
2279: Linkin Park,Pearl Jam
2280: Linkin Park,Gorillaz
2281: Linkin Park,Tool
2282: Linkin Park,Queen
2283: Linkin Park,The Smashing Pumpkins
2284: Linkin Park,Yeah Yeah Yeahs
2285: Linkin Park,Lily Allen
2286: Linkin Park,David Bowie
2287: Linkin Park,Marilyn Manson
2288: Linkin Park,Vampire Weekend
2289: Linkin Park,Rammstein
2290: Linkin Park,Franz Ferdinand
2291: Linkin Park,U2
2292: Linkin Park,blink-182
2293: Linkin Park,Evanescence
2294: Linkin Park,The Doors
2295: Linkin Park,Eminem
2296: Linkin Park,The White Stripes
2297: Linkin Park,Bob Dylan
2298: Linkin Park,AC/DC
2299: Linkin Park,Björk
2300: Linkin Park,Rihanna
2301: Linkin Park,Iron Maiden
2302: Linkin Park,Daft Punk
2303: Linkin Park,Nine Inch Nails
2304: Linkin Park,Fall Out Boy
2305: Linkin Park,Depeche Mode
2306: Linkin Park,Guns N' Roses
2307: Linkin Park,Sigur Rós
2308: Linkin Park,Joy Division
2309: Linkin Park,Britney Spears
2310: Linkin Park,My Chemical Romance
2311: Linkin Park,Slipknot
2312: Linkin Park,Three Days Grace
2313: Linkin Park,Florence + the Machine
2314: Linkin Park,Bullet for My Valentine
2315: Linkin Park,The Clash
2316: Linkin Park,The Offspring
2317: Linkin Park,Nightwish
2318: Linkin Park,Michael Jackson
2319: Linkin Park,Blur
2320: Linkin Park,Avril Lavigne
2321: Linkin Park,Snow Patrol
2322: Linkin Park,Phoenix
2323: Linkin Park,Interpol
2324: Linkin Park,Modest Mouse
2325: Linkin Park,Bloc Party
2326: Linkin Park,Ke$ha
2327: Linkin Park,Keane
2328: Linkin Park,Kasabian
2329: Linkin Park,Weezer
2330: Linkin Park,Disturbed
2331: Linkin Park,The Who
2332: Linkin Park,Papa Roach
2333: Linkin Park,Korn
2334: Linkin Park,Panic! At the Disco
2335: Linkin Park,Regina Spektor
2336: Linkin Park,Ramones
2337: Linkin Park,Rise Against
2338: Linkin Park,3OH!3
2339: Linkin Park,Black Sabbath
2340: Linkin Park,Black Eyed Peas
2341: Linkin Park,Crystal Castles
2342: Linkin Park,The xx
2343: Linkin Park,Queens of the Stone Age
2344: Linkin Park,Breaking Benjamin
2345: Linkin Park,Christina Aguilera
2346: Linkin Park,Katy Perry
2347: Linkin Park,The All-American Rejects
2348: Linkin Park,Beyoncé
2349: Linkin Park,Pixies
2350: Linkin Park,Portishead
2351: Linkin Park,Beck
2352: Linkin Park,All Time Low
2353: Linkin Park,Aerosmith
2354: Linkin Park,Massive Attack
2355: Linkin Park,Avenged Sevenfold
2356: Linkin Park,Megadeth
2357: Linkin Park,Alice in Chains
2358: Linkin Park,Madonna
2359: Linkin Park,The Prodigy
2360: Linkin Park,Belle and Sebastian
2361: Linkin Park,The Used
2362: Linkin Park,Amy Winehouse
2363: Linkin Park,Slayer
2364: Linkin Park,Cobra Starship
2365: Linkin Park,Nickelback
2366: Linkin Park,Kanye West
2367: Linkin Park,Tegan and Sara
2368: Linkin Park,Taylor Swift
2369: Linkin Park,Deftones
2370: Linkin Park,Opeth
2371: Linkin Park,A Perfect Circle
2372: Linkin Park,Children of Bodom
2373: Linkin Park,Jimi Hendrix
2374: Green Day,MGMT
2375: Green Day,Death Cab for Cutie
2376: Green Day,Incubus
2377: Green Day,The Strokes
2378: Green Day,The Smiths
2379: Green Day,The Rolling Stones
2380: Green Day,The Kooks
2381: Green Day,Pearl Jam
2382: Green Day,Gorillaz
2383: Green Day,Tool
2384: Green Day,Queen
2385: Green Day,The Smashing Pumpkins
2386: Green Day,Yeah Yeah Yeahs
2387: Green Day,Lily Allen
2388: Green Day,David Bowie
2389: Green Day,Marilyn Manson
2390: Green Day,Vampire Weekend
2391: Green Day,Rammstein
2392: Green Day,Franz Ferdinand
2393: Green Day,U2
2394: Green Day,blink-182
2395: Green Day,Evanescence
2396: Green Day,The Doors
2397: Green Day,Eminem
2398: Green Day,The White Stripes
2399: Green Day,Bob Dylan
2400: Green Day,AC/DC
2401: Green Day,Björk
2402: Green Day,Rihanna
2403: Green Day,Iron Maiden
2404: Green Day,Daft Punk
2405: Green Day,Nine Inch Nails
2406: Green Day,Fall Out Boy
2407: Green Day,Depeche Mode
2408: Green Day,Guns N' Roses
2409: Green Day,Sigur Rós
2410: Green Day,Joy Division
2411: Green Day,Britney Spears
2412: Green Day,My Chemical Romance
2413: Green Day,Slipknot
2414: Green Day,Three Days Grace
2415: Green Day,Florence + the Machine
2416: Green Day,Bullet for My Valentine
2417: Green Day,The Clash
2418: Green Day,The Offspring
2419: Green Day,Nightwish
2420: Green Day,Michael Jackson
2421: Green Day,Blur
2422: Green Day,Avril Lavigne
2423: Green Day,Snow Patrol
2424: Green Day,Phoenix
2425: Green Day,Interpol
2426: Green Day,Modest Mouse
2427: Green Day,Bloc Party
2428: Green Day,Ke$ha
2429: Green Day,Keane
2430: Green Day,Kasabian
2431: Green Day,Weezer
2432: Green Day,Disturbed
2433: Green Day,The Who
2434: Green Day,Papa Roach
2435: Green Day,Korn
2436: Green Day,Panic! At the Disco
2437: Green Day,Regina Spektor
2438: Green Day,Ramones
2439: Green Day,Rise Against
2440: Green Day,3OH!3
2441: Green Day,Black Sabbath
2442: Green Day,Black Eyed Peas
2443: Green Day,Crystal Castles
2444: Green Day,The xx
2445: Green Day,Queens of the Stone Age
2446: Green Day,Breaking Benjamin
2447: Green Day,Christina Aguilera
2448: Green Day,Katy Perry
2449: Green Day,The All-American Rejects
2450: Green Day,Beyoncé
2451: Green Day,Pixies
2452: Green Day,Portishead
2453: Green Day,Beck
2454: Green Day,All Time Low
2455: Green Day,Aerosmith
2456: Green Day,Massive Attack
2457: Green Day,Avenged Sevenfold
2458: Green Day,Megadeth
2459: Green Day,Alice in Chains
2460: Green Day,Madonna
2461: Green Day,The Prodigy
2462: Green Day,Belle and Sebastian
2463: Green Day,The Used
2464: Green Day,Amy Winehouse
2465: Green Day,Slayer
2466: Green Day,Cobra Starship
2467: Green Day,Nickelback
2468: Green Day,Kanye West
2469: Green Day,Tegan and Sara
2470: Green Day,Taylor Swift
2471: Green Day,Deftones
2472: Green Day,Opeth
2473: Green Day,A Perfect Circle
2474: Green Day,Children of Bodom
2475: Green Day,Jimi Hendrix
2476: MGMT,Death Cab for Cutie
2477: MGMT,Incubus
2478: MGMT,The Strokes
2479: MGMT,The Smiths
2480: MGMT,The Rolling Stones
2481: MGMT,The Kooks
2482: MGMT,Pearl Jam
2483: MGMT,Gorillaz
2484: MGMT,Tool
2485: MGMT,Queen
2486: MGMT,The Smashing Pumpkins
2487: MGMT,Yeah Yeah Yeahs
2488: MGMT,Lily Allen
2489: MGMT,David Bowie
2490: MGMT,Marilyn Manson
2491: MGMT,Vampire Weekend
2492: MGMT,Rammstein
2493: MGMT,Franz Ferdinand
2494: MGMT,U2
2495: MGMT,blink-182
2496: MGMT,Evanescence
2497: MGMT,The Doors
2498: MGMT,Eminem
2499: MGMT,The White Stripes
2500: MGMT,Bob Dylan
2501: MGMT,AC/DC
2502: MGMT,Björk
2503: MGMT,Rihanna
2504: MGMT,Iron Maiden
2505: MGMT,Daft Punk
2506: MGMT,Nine Inch Nails
2507: MGMT,Fall Out Boy
2508: MGMT,Depeche Mode
2509: MGMT,Guns N' Roses
2510: MGMT,Sigur Rós
2511: MGMT,Joy Division
2512: MGMT,Britney Spears
2513: MGMT,My Chemical Romance
2514: MGMT,Slipknot
2515: MGMT,Three Days Grace
2516: MGMT,Florence + the Machine
2517: MGMT,Bullet for My Valentine
2518: MGMT,The Clash
2519: MGMT,The Offspring
2520: MGMT,Nightwish
2521: MGMT,Michael Jackson
2522: MGMT,Blur
2523: MGMT,Avril Lavigne
2524: MGMT,Snow Patrol
2525: MGMT,Phoenix
2526: MGMT,Interpol
2527: MGMT,Modest Mouse
2528: MGMT,Bloc Party
2529: MGMT,Ke$ha
2530: MGMT,Keane
2531: MGMT,Kasabian
2532: MGMT,Weezer
2533: MGMT,Disturbed
2534: MGMT,The Who
2535: MGMT,Papa Roach
2536: MGMT,Korn
2537: MGMT,Panic! At the Disco
2538: MGMT,Regina Spektor
2539: MGMT,Ramones
2540: MGMT,Rise Against
2541: MGMT,3OH!3
2542: MGMT,Black Sabbath
2543: MGMT,Black Eyed Peas
2544: MGMT,Crystal Castles
2545: MGMT,The xx
2546: MGMT,Queens of the Stone Age
2547: MGMT,Breaking Benjamin
2548: MGMT,Christina Aguilera
2549: MGMT,Katy Perry
2550: MGMT,The All-American Rejects
2551: MGMT,Beyoncé
2552: MGMT,Pixies
2553: MGMT,Portishead
2554: MGMT,Beck
2555: MGMT,All Time Low
2556: MGMT,Aerosmith
2557: MGMT,Massive Attack
2558: MGMT,Avenged Sevenfold
2559: MGMT,Megadeth
2560: MGMT,Alice in Chains
2561: MGMT,Madonna
2562: MGMT,The Prodigy
2563: MGMT,Belle and Sebastian
2564: MGMT,The Used
2565: MGMT,Amy Winehouse
2566: MGMT,Slayer
2567: MGMT,Cobra Starship
2568: MGMT,Nickelback
2569: MGMT,Kanye West
2570: MGMT,Tegan and Sara
2571: MGMT,Taylor Swift
2572: MGMT,Deftones
2573: MGMT,Opeth
2574: MGMT,A Perfect Circle
2575: MGMT,Children of Bodom
2576: MGMT,Jimi Hendrix
2577: Death Cab for Cutie,Incubus
2578: Death Cab for Cutie,The Strokes
2579: Death Cab for Cutie,The Smiths
2580: Death Cab for Cutie,The Rolling Stones
2581: Death Cab for Cutie,The Kooks
2582: Death Cab for Cutie,Pearl Jam
2583: Death Cab for Cutie,Gorillaz
2584: Death Cab for Cutie,Tool
2585: Death Cab for Cutie,Queen
2586: Death Cab for Cutie,The Smashing Pumpkins
2587: Death Cab for Cutie,Yeah Yeah Yeahs
2588: Death Cab for Cutie,Lily Allen
2589: Death Cab for Cutie,David Bowie
2590: Death Cab for Cutie,Marilyn Manson
2591: Death Cab for Cutie,Vampire Weekend
2592: Death Cab for Cutie,Rammstein
2593: Death Cab for Cutie,Franz Ferdinand
2594: Death Cab for Cutie,U2
2595: Death Cab for Cutie,blink-182
2596: Death Cab for Cutie,Evanescence
2597: Death Cab for Cutie,The Doors
2598: Death Cab for Cutie,Eminem
2599: Death Cab for Cutie,The White Stripes
2600: Death Cab for Cutie,Bob Dylan
2601: Death Cab for Cutie,AC/DC
2602: Death Cab for Cutie,Björk
2603: Death Cab for Cutie,Rihanna
2604: Death Cab for Cutie,Iron Maiden
2605: Death Cab for Cutie,Daft Punk
2606: Death Cab for Cutie,Nine Inch Nails
2607: Death Cab for Cutie,Fall Out Boy
2608: Death Cab for Cutie,Depeche Mode
2609: Death Cab for Cutie,Guns N' Roses
2610: Death Cab for Cutie,Sigur Rós
2611: Death Cab for Cutie,Joy Division
